machine_translated_fields,subject_en,spatial_representation_type_en,collection_en,frequency_en,id,jurisdiction_en,keywords_en,license_id_en,maintainer,maintainer_email,metadata_created,metadata_modified,name,org_title_at_publication_en,owner_org_en,formats_en,resource_date_published,resource_size,resource_url,resource_character_set_en,resource_language_en,resource_format_en,resource_related_type_en,resource_related_relationship_en,resource_type_en,resource_data_quality_en,restrictions,spatial,time_period_coverage_end,time_period_coverage_start,title_translated_eng,topic_category_en,dataset_type_en,org_section_en,program_page_url_en
"-","['Agriculture']","['Vector']","Open Maps","Annually","2c97d394-2b7a-40a6-adb5-b8e219b075a3","Federal","['Grain elevators', 'Rail transport']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2016-09-24T07:06:28.998Z","2023-02-23T14:26:17.942Z","2c97d394-2b7a-40a6-adb5-b8e219b075a3","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/fgdb/cgcElevators2013_fgdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/geoJSON/cgcElevators2013.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/en/ISO_19131_Grain_Elevators_in_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/fr/Les_silos_a_grains_au_Canada_Specifications_de_contenu_informationnel_ISO_19131.pdf']","['-']","['English', 'French']","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","2013-12-31 00:00:00","2013-01-01 00:00:00","Grain Elevators in Canada - 2013","Farming","Open Data","-","-"
"-","['Agriculture']","['Vector']","Open Maps","Not Planned","2cc6657a-7189-42af-876a-13636abf15d0","Federal","['Agriculture', 'Farmlands', 'Land management']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2016-09-24T07:08:00.620Z","2024-06-17T19:40:06.963Z","2cc6657a-7189-42af-876a-13636abf15d0","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/prairieAgriculturalLandscapes/data_donnees/fgdb/major_land_practice_groups_gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/prairieAgriculturalLandscapes/data_donnees/geojson/major_land_practices_groups_geojson.zip', 'https://agriculture.canada.ca/atlas/data_donnees/prairieAgriculturalLandscapes/supportdocument_documentdesupport/en/ISO_19131_Prairie_Agricultural_Landscapes_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/prairieAgriculturalLandscapes/supportdocument_documentdesupport/fr/Paysages_agricoles_des_Prairies_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_prairie_agricultural_landscapes/MapServer/0', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_paysages_agricoles_des_prairies/MapServer/0', 'https://agriculture.canada.ca/atlas/services/mapservices/aafc_prairie_agricultural_landscapes/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=1&legend_format=image/png&feature_info_type=text/html', 'https://agriculture.canada.ca/atlas/services/servicesdecarte/aac_paysages_agricoles_des_prairies/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=1&legend_format=image/png&feature_info_type=text/html']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-125.0, 48.0], [-91.0, 48.0], [-91.0, 60.0], [-125.0, 60.0], [-125.0, 48.0]]]}","1999-01-01 00:00:00","1999-01-01 00:00:00","Agricultural Major Land Practices Groups of the Canadian Prairies","Farming","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Grid', 'Vector']","Open Maps","As Needed","2cf09706-d645-4f73-ad32-095b5330c356","Federal","['Agriculture', 'Crops', 'Farmlands', 'Precipitation', 'TX', 'Temperature', 'agclimate']","Open Government Licence - Canada","-","Agri-Geomatics-Agrog@agr.gc.ca","2016-09-24T07:09:15.066Z","2024-08-12T18:00:53.898Z","2cf09706-d645-4f73-ad32-095b5330c356","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/agclimat', 'https://agriculture.canada.ca/atlas/agclimate', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/data_donnees/tif/tx/', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/ISO_19131_AgClimate_-_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/Using%20AAFC%20Climate%20Services.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/fr/Donnees_agroclimat_-_SPC.pdf', ""https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/fr/Utilisation%20des%20services%20climatologiques%20d'AAC.pdf"", 'https://agriculture.canada.ca/atlas/rest/services/app_agclimate_agclimat/agclimate_tx/ImageServer', 'https://agriculture.canada.ca/atlas/services/app_agclimate_agclimat/agclimate_tx/ImageServer/WMSServer?request=GetCapabilities&service=WMS']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['Application', 'Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","-","2012-09-03 00:00:00","Maximum Temperature (°C)","Climatology Meteorology Atmosphere","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Grid']","Open Maps","Irregular","2de50ebe-0a02-4739-9339-a9f4991b7416","Federal","['Agriculture', 'Arid', 'Crops', 'Drought', 'Farmlands', 'Precipitation', 'Temperature']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2021-10-08T15:01:41.236Z","2024-06-17T19:40:11.532Z","2de50ebe-0a02-4739-9339-a9f4991b7416","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/climate-normals-interactive-maps', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/Using%20AAFC%20Climate%20Services.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/data_donnees/tif/monthly/lt_dd/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/en/lt_dd/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/fr/lt_dd/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/en/ISO_19131_30_Year_Climate_Normal_Data_-_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/fr/Donnees_climatiques_normales_derivees_30ans_SPC_ISO_19131.pdf']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","2010-12-31 00:00:00","1961-01-01 00:00:00","30-year Average Dry Day Count","Climatology Meteorology Atmosphere","Open Data","-","-"
"-","['Agriculture']","['-']","Reports Tabled in Parliament","Not Planned","3068a8c1-2fb0-48e6-8c81-032a9ca1f001","Federal","['Agriculture', 'Remissions', 'Service Fees Act']","Open Government Licence - Canada","-","open-ouvert@tbs-sct.gc.ca","2022-11-03T17:32:55.426Z","2024-11-21T02:16:40.648Z","3068a8c1-2fb0-48e6-8c81-032a9ca1f001","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['HTML', 'PDF']","['2022-11-03']","['-', '515213', '676754']","['https://agriculture.canada.ca/en/about-our-department/transparency-and-corporate-reporting/financial-reports/departmental-fees-report-2021-22', 'https://agriculture.canada.ca/fr/propos-notre-ministere/transparence-reportage-organisationnels/rapports-financiers/rapport-ministeriel-frais-2021-2022', 'https://open.canada.ca/data/dataset/3068a8c1-2fb0-48e6-8c81-032a9ca1f001/resource/22da70a6-c3de-4f87-8034-9f9044a85376/download/aafc-2021-22-fees-report-fr.pdf', 'https://open.canada.ca/data/dataset/3068a8c1-2fb0-48e6-8c81-032a9ca1f001/resource/ef3caef4-c2b5-409e-9bd5-c5a1dfaa076f/download/aafc_2021-22_fees_report_-_en.pdf']","['-']","['English', 'French']","['HTML', 'PDF']","['-']","['-']","['Report']","['-']","unrestricted","-","2022-03-31 00:00:00","2021-04-01 00:00:00","Departmental Fees Report 2021-2022","-","Open Information","Corporate Management Branch","-"
"-","['Agriculture']","['-']","Non-Spatial","Monthly","308a7041-413a-47a0-9604-ae1c55676693","Federal","['cream', 'dairy', 'milk']","Open Government Licence - Canada","-","pascal.blais@agr.gc.ca","2024-10-16T20:30:40.417Z","2024-10-16T20:30:40.417Z","308a7041-413a-47a0-9604-ae1c55676693","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'HTML', 'JSON', 'XML']","['2024-10-08']","['-']","['https://od-do.agr.gc.ca/CCLDictionnaireFr.html', 'https://od-do.agr.gc.ca/CCLJournalFr.html', 'https://od-do.agr.gc.ca/CDCChangeLogEn.html', 'https://od-do.agr.gc.ca/CDCDictionaryEn.html', 'https://od-do.agr.gc.ca/CDC_CCL.csv', 'https://od-do.agr.gc.ca/CDC_CCL.json', 'https://od-do.agr.gc.ca/CDC_CCL.xml']","['-']","['English', 'French']","['CSV', 'HTML', 'JSON', 'XML']","['-']","['-']","['Dataset', 'Specification', 'Terminology']","['-']","unrestricted","-","-","-","Dairy statistics and market information","Open Data","Sector Development and Analysis Directorate","https://agriculture.canada.ca/en/sector/animal-industry/canadian-dairy-information-centre"
"-","['Agriculture']","['Vector']","Open Maps","As Needed","31226205-3654-4462-b50a-10ba53d7f362","Federal","['Agriculture', 'Crop rotation']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2016-09-24T07:49:39.230Z","2023-02-23T14:26:30.724Z","31226205-3654-4462-b50a-10ba53d7f362","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/aci', 'https://agriculture.canada.ca/atlas/data_donnees/cropRotation/data_donnees/tif/', 'https://agriculture.canada.ca/atlas/data_donnees/cropRotation/supportdocument_documentdesupport/en/ISO_19131_AAFC_Crop_Rotations_in_Canada_Data_Product_Specifications.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cropRotation/supportdocument_documentdesupport/fr/Les_rotations_de_cultures_au_Canada_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/iac']","['-']","['English', 'French']","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 37.0], [-52.0, 37.0], [-52.0, 61.0], [-132.0, 61.0], [-132.0, 37.0]]]}","2019-01-01 00:00:00","2016-01-01 00:00:00","Crop Rotations in Canada","Farming","Open Data","-","-"
"-","['Agriculture']","['-']","Briefing packages for new or incoming ministers","Not Planned","31cf50b4-c681-4495-8267-9db10d5f977a","Federal","['2023', 'Minister', 'agri-food', 'agriculture', 'transition']","Open Government Licence - Canada","-","open-ouvert@tbs-sct.gc.ca","2024-03-11T15:10:40.920Z","2024-03-15T19:19:02.820Z","31cf50b4-c681-4495-8267-9db10d5f977a","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['HTML']","['-']","['-']","['https://agriculture.canada.ca/en/department/transparency/briefing-documents/ministers-transition-books']","['-']","['English', 'French']","['HTML']","['-']","['-']","['Briefing Material']","['-']","unrestricted","-","-","-","Minister of Agriculture and Agri-Food – Transition Book","-","Open Information","-","-"
"-","['Agriculture']","['-']","Non-Spatial","Annually","324d3262-f25e-4869-b116-95fb478fadaa","Federal","['FOB prices', 'carrots', 'onions', 'potatoes']","Open Government Licence - Canada","-","aafc.infohort.aac@agr.gc.ca","2025-01-31T15:30:54.750Z","2025-03-28T04:00:46.193Z","324d3262-f25e-4869-b116-95fb478fadaa","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'HTML', 'JSON', 'XML']","['2024-12-31']","['-']","['https://od-do.agr.gc.ca/PrixDeMarcheFABHebdomadaireDictionnaireFr.html', 'https://od-do.agr.gc.ca/PrixDeMarcheFABHebdomadaireJournalFr.html', 'https://od-do.agr.gc.ca/WeeklyFOBMarketPricesChangeLogEn.html', 'https://od-do.agr.gc.ca/WeeklyFOBMarketPricesDictionaryEn.html', 'https://od-do.agr.gc.ca/WeeklyFOBMarketPrices_PrixDeMarcheFABHebdomadaire.csv', 'https://od-do.agr.gc.ca/WeeklyFOBMarketPrices_PrixDeMarcheFABHebdomadaire.json', 'https://od-do.agr.gc.ca/WeeklyFOBMarketPrices_PrixDeMarcheFABHebdomadaire.xml']","['-']","['English', 'French']","['CSV', 'HTML', 'JSON', 'XML']","['-']","['-']","['Dataset', 'Specification', 'Terminology']","['-']","unrestricted","-","2014-05-23 00:00:00","2011-10-07 00:00:00","Weekly FOB Market prices","Open Data","-","https://agriculture.canada.ca/en/sector/horticulture/market-information-infohort/fob-market-price-reports","['General public']"
"-","['Agriculture']","['Grid']","Open Maps","Not Planned","32546f7b-55c2-481e-b300-83fc16054b95","Federal","['Agriculture', 'Crops', 'Environment', 'Farms', 'Geographic data']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2021-03-24T14:11:21.139Z","2024-02-15T19:14:28.962Z","32546f7b-55c2-481e-b300-83fc16054b95","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/annual-crop-inventory', 'https://agriculture.canada.ca/atlas/data_donnees/annualCropInventory/data_donnees/tif/2020/', 'https://agriculture.canada.ca/atlas/data_donnees/annualCropInventory/supportdocument_documentdesupport/aci_crop_classifications_iac_classifications_des_cultures.csv', 'https://agriculture.canada.ca/atlas/data_donnees/annualCropInventory/supportdocument_documentdesupport/en/ISO%2019131_AAFC_Annual_Crop_Inventory_Data_Product_Specifications.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/annualCropInventory/supportdocument_documentdesupport/fr/Inventaire_annuel_des_cultures_d_AAC_Specifications_de_contenu_informationnel_produites_conformement_a_la_norme_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/inventaire-annuel-cultures', 'https://agriculture.canada.ca/atlas/rest/services/imageservices/annual_crop_inventory_2020/ImageServer', 'https://agriculture.canada.ca/atlas/rest/services/servicesimage/inventaire_annuel_des_cultures_2020/ImageServer', 'https://agriculture.canada.ca/atlas/services/imageservices/annual_crop_inventory_2020/ImageServer/WMSServer?request=GetCapabilities&service=WMS', 'https://agriculture.canada.ca/atlas/services/servicesimage/inventaire_annuel_des_cultures_2020/ImageServer/WMSServer?request=GetCapabilities&service=WMS']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['CSV', 'ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['Application', 'Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-144.47167969, 41.16070263], [-51.65917969, 41.16070263], [-51.65917969, 70.80797427], [-144.47167969, 70.80797427], [-144.47167969, 41.16070263]]]}","2019-12-31 00:00:00","2019-01-01 00:00:00","Annual Crop Inventory 2020","Farming","Open Data","-","-"
"-","['Agriculture']","['Vector']","Open Maps","As Needed","33d61c7c-490f-4cfe-8419-d5706bf2c6a8","Federal","['Agriculture statistics', 'Crops', 'Farms']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2020-09-23T03:20:10.264Z","2024-11-14T17:40:55.561Z","33d61c7c-490f-4cfe-8419-d5706bf2c6a8","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/data_donnees/tif/crop_spatial_density_allwheat.zip', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/maps_cartes/All_Wheat/', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/supportdocument_documentdesupport/en/ISO_19131_Spatial_Density_Major_Crops_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/supportdocument_documentdesupport/fr/ISO_19131_Densite_spatiale_des_grandes_cultures.pdf', 'https://agriculture.canada.ca/atlas/dcrops', 'https://agriculture.canada.ca/atlas/dcultures', 'https://tiles.arcgis.com/tiles/lGOekm0RsNxYnT3j/arcgis/rest/services/Spatial_Density_of_All_Wheat_Densit%C3%A9_spatiale_de_tout_le_bl%C3%A9/MapServer']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['ESRI REST', 'GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-60.0, 36.0], [-60.0, 60.0], [-132.0, 60.0], [-132.0, 36.0]]]}","2021-12-31 00:00:00","2009-01-01 00:00:00","Spatial Density of all Wheat in Canada","Farming","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Grid']","Open Maps","Irregular","34a163c8-e0c2-4526-a502-cc5917884763","Federal","['Agriculture', 'Crops', 'Farmlands', 'Heat Stress', 'Precipitation', 'Temperature']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2021-10-08T15:02:36.466Z","2024-04-22T21:20:52.723Z","34a163c8-e0c2-4526-a502-cc5917884763","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/cartes-interactives-normales-climatiques', 'https://agriculture.canada.ca/atlas/climate-normals-interactive-maps', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/Using%20AAFC%20Climate%20Services.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/data_donnees/tif/annual/lt_hd32/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/data_donnees/tif/monthly/lt_hd32/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/en/lt_hd32/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/fr/lt_hd32/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/en/ISO_19131_30_Year_Climate_Normal_Data_-_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/fr/Donnees_climatiques_normales_derivees_30ans_SPC_ISO_19131.pdf']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","2010-12-31 00:00:00","1961-01-01 00:00:00","30-year Average Number of Days with Temperature above 32 °C","Climatology Meteorology Atmosphere","Open Data","-","-"
"-","['Agriculture']","['Vector']","Open Maps","Annually","3561d689-2b5b-4cf9-bc68-d7ed0dbacd1b","Federal","['Grain elevators', 'Rail transport', 'Railways']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2024-10-15T14:45:43.223Z","2024-10-16T14:08:58.023Z","3561d689-2b5b-4cf9-bc68-d7ed0dbacd1b","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/fgdb/cgcElevators2024_fgdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/geoJSON/cgcElevators2024.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/en/ISO_19131_Grain_Elevators_in_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/fr/Les_silos_a_grains_au_Canada_Specifications_de_contenu_informationnel_ISO_19131.pdf']","['-']","['English', 'French']","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","-","2016-06-01 00:00:00","Grain Elevators in Canada - 2024","Farming","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Grid', 'Vector']","Open Maps","As Needed","35b4153e-593f-47aa-91c0-c2f706382079","Federal","['Agriculture', 'Crops', 'Farmlands', 'PDI', 'PHDI', 'Precipitation', 'Temperature', 'agclimate']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2019-08-01T15:30:04.796Z","2024-09-10T20:10:27.710Z","35b4153e-593f-47aa-91c0-c2f706382079","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/agclimat', 'https://agriculture.canada.ca/atlas/agclimate', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/data_donnees/tif/phdi/', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/ISO_19131_AgClimate_-_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/Using%20AAFC%20Climate%20Services.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/fr/Donnees_agroclimat_-_SPC.pdf', ""https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/fr/Utilisation%20des%20services%20climatologiques%20d'AAC.pdf"", 'https://agriculture.canada.ca/atlas/rest/services/app_agclimate_agclimat/agclimate_pdi/ImageServer', 'https://agriculture.canada.ca/atlas/services/app_agclimate_agclimat/agclimate_pdi/ImageServer/WMSServer?request=GetCapabilities&service=WMS']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['ESRI REST', 'GeoTIF', 'HTML', 'PDF', 'WMS']","['-']","['-']","['Application', 'Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-148.05, 30.15], [-47.85, 30.15], [-47.85, 88.95], [-148.05, 88.95], [-148.05, 30.15]]]}","-","2012-09-03 00:00:00","Palmer Hydrological Drought Index","Climatology Meteorology Atmosphere","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Grid']","Open Maps","Irregular","36276257-c24f-4848-baa6-6f5a7ab4c6dd","Federal","['Agriculture', 'Crops', 'Farmlands', 'Frost', 'Precipitation', 'Temperature']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2021-10-08T15:02:22.314Z","2024-04-22T21:20:47.181Z","36276257-c24f-4848-baa6-6f5a7ab4c6dd","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/cartes-interactives-normales-climatiques', 'https://agriculture.canada.ca/atlas/climate-normals-interactive-maps', 'https://agriculture.canada.ca/atlas/data_donnees/agClimate/supportdocument_documentdesupport/en/Using%20AAFC%20Climate%20Services.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/data_donnees/tif/annual/lt_fd-4/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/data_donnees/tif/monthly/lt_fd-4/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/en/lt_fd-4/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/maps_cartes/fr/lt_fd-4/', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/en/ISO_19131_30_Year_Climate_Normal_Data_-_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/climateNormals/supportdocument_documentdesupport/fr/Donnees_climatiques_normales_derivees_30ans_SPC_ISO_19131.pdf']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","2010-12-31 00:00:00","1961-01-01 00:00:00","30-year Average Frost Day Count (-4 °C)","Climatology Meteorology Atmosphere","Open Data","-","-"
